iteration,class,precision,recall,f1-score,auc,accuracy,iter_num,model
iter10,MacroAUC,0.592189785632134,,,,,10.0,tabular_xgb
iter10,0,0.8217317487266553,0.6969042476601872,0.7541877678223607,,,10.0,TF-IDF
iter10,1,0.5511049723756906,0.6435483870967742,0.59375,,,10.0,TF-IDF
iter10,2,0.3076923076923077,0.4189189189189189,0.3547925608011445,,,10.0,TF-IDF
iter10,Accuracy,0.6468546637744035,,,,,10.0,TF-IDF
iter10,MacroAUC,0.7870758570361995,,,,,10.0,TF-IDF
iter10,0,0.7150837988826816,0.1553398058252427,0.2552342971086739,,,10.0,Transformer
iter10,1,0.0,0.0,0.0,,,10.0,Transformer
iter10,2,0.1140851250548486,0.9187279151943464,0.2029664324746292,,,10.0,Transformer
iter10,Accuracy,0.1956769055745165,,,,,10.0,Transformer
iter10,MacroAUC,0.5504350085574937,,,,,10.0,Transformer
iter10,MicroAUC,0.496919080861041,,,,,10.0,Transformer
iter11,0,0.7208,0.4648,0.5651,,,11.0,BERT Transformer
iter11,1,0.336,0.7281,0.4598,,,11.0,BERT Transformer
iter11,2,0.2432,0.0331,0.0583,,,11.0,BERT Transformer
iter11,Accuracy,0.4857,,,,,11.0,BERT Transformer
iter11,MacroAUC,0.6158,,,,,11.0,BERT Transformer
iter11,MicroAUC,0.5968,,,,,11.0,BERT Transformer
iter11,0,0.6921278254091972,0.5388349514563107,0.6059365404298874,,,11.0,GRU
iter11,1,0.3215962441314554,0.5821529745042493,0.4143145161290322,,,11.0,GRU
iter11,2,0.1973684210526315,0.0530035335689045,0.0835654596100278,,,11.0,GRU
iter11,Accuracy,0.4982935153583617,,,,,11.0,GRU
iter11,MacroAUC,0.5974772511145514,,,,,11.0,GRU
iter11,MicroAUC,0.6860594952176294,,,,,11.0,GRU
iter11,0,0.6569659442724458,0.6438106796116505,0.6503217897640209,,,11.0,LSTM
iter11,1,0.3333333333333333,0.2308781869688385,0.2728033472803347,,,11.0,LSTM
iter11,2,0.1557223264540337,0.293286219081272,0.2034313725490196,,,11.0,LSTM
iter11,Accuracy,0.4956389836935912,,,,,11.0,LSTM
iter11,MacroAUC,0.5759036999683352,,,,,11.0,LSTM
iter11,MicroAUC,0.5819718055057624,,,,,11.0,LSTM
iter11,0,0.7002640845070423,0.6493877551020408,0.6738670055061414,,,11.0,tabular_rf
iter11,1,0.3889816360601001,0.4171888988361683,0.4025917926565874,,,11.0,tabular_rf
iter11,2,0.2406143344709897,0.2883435582822086,0.2623255813953488,,,11.0,tabular_rf
iter11,Accuracy,0.5419132149901381,,,,,11.0,tabular_rf
iter11,MacroAUC,0.6581342410202087,,,,,11.0,tabular_rf
iter11,0,0.8363636363636363,0.0375510204081632,0.071875,,,11.0,tabular_xgb
iter11,1,0.2815533980582524,0.88272157564906,0.4269322364148084,,,11.0,tabular_xgb
iter11,2,0.1396396396396396,0.1267893660531697,0.1329046087888531,,,11.0,tabular_xgb
iter11,Accuracy,0.2810650887573964,,,,,11.0,tabular_xgb
iter11,MacroAUC,0.5478112001441686,,,,,11.0,tabular_xgb
iter11,0,0.8311345646437994,0.6852791878172588,0.7511923688394276,,,11.0,TF-IDF
iter11,1,0.5652173913043478,0.6853035143769968,0.6194945848375452,,,11.0,TF-IDF
iter11,2,0.2951219512195122,0.4019933554817276,0.340365682137834,,,11.0,TF-IDF
iter11,Accuracy,0.6483087597571553,,,,,11.0,TF-IDF
iter11,MacroAUC,0.7831462766882824,,,,,11.0,TF-IDF
iter11,0,0.7270194986072424,0.158373786407767,0.2600896860986547,,,11.0,Transformer
iter11,1,0.2726075504828797,0.8796033994334278,0.4162198391420911,,,11.0,Transformer
iter11,2,0.0,0.0,0.0,,,11.0,Transformer
iter11,Accuracy,0.3344709897610921,,,,,11.0,Transformer
iter11,MacroAUC,0.5493443704988232,,,,,11.0,Transformer
iter11,MicroAUC,0.6255445428227484,,,,,11.0,Transformer
iter12,0,0.6471,0.6914,0.6685,,,12.0,BERT Transformer
iter12,1,0.3515,0.3471,0.3493,,,12.0,BERT Transformer
iter12,2,0.2011,0.1377,0.1634,,,12.0,BERT Transformer
iter12,Accuracy,0.5301,,,,,12.0,BERT Transformer
iter12,MacroAUC,0.5904,,,,,12.0,BERT Transformer
iter12,MicroAUC,0.6863,,,,,12.0,BERT Transformer
iter12,0,0.7619387027797576,0.6486650485436893,0.700753851196329,,,12.0,GRU
iter12,1,0.4258517034068136,0.6019830028328612,0.4988262910798122,,,12.0,GRU
iter12,2,0.2330508474576271,0.1943462897526501,0.2119460500963391,,,12.0,GRU
iter12,Accuracy,0.5874099355328024,,,,,12.0,GRU
iter12,MacroAUC,0.6942848868611144,,,,,12.0,GRU
iter12,MicroAUC,0.7645452056287747,,,,,12.0,GRU
iter12,0,0.6504683840749415,0.6741504854368932,0.6620977353992848,,,12.0,LSTM
iter12,1,0.3508064516129032,0.1232294617563739,0.1823899371069182,,,12.0,LSTM
iter12,2,0.1541850220264317,0.3710247349823322,0.2178423236514522,,,12.0,LSTM
iter12,Accuracy,0.4941221084565794,,,,,12.0,LSTM
iter12,MacroAUC,0.582071145514492,,,,,12.0,LSTM
iter12,MicroAUC,0.5969454119053998,,,,,12.0,LSTM
iter12,0,0.6852444038373686,0.6366723259762309,0.6600660066006601,,,12.0,tabular_rf
iter12,1,0.3887530562347188,0.412987012987013,0.4005037783375315,,,12.0,tabular_rf
iter12,2,0.2160148975791433,0.2624434389140271,0.236976506639428,,,12.0,tabular_rf
iter12,Accuracy,0.5294712876296483,,,,,12.0,tabular_rf
iter12,MacroAUC,0.6425127565373545,,,,,12.0,tabular_rf
iter12,0,0.7739130434782608,0.0377758913412563,0.0720356131121003,,,12.0,tabular_xgb
iter12,1,0.3078602620087336,0.8545454545454545,0.4526484751203852,,,12.0,tabular_xgb
iter12,2,0.1582278481012658,0.2262443438914027,0.186219739292365,,,12.0,tabular_xgb
iter12,Accuracy,0.2974955729825449,,,,,12.0,tabular_xgb
iter12,MacroAUC,0.5695354349330811,,,,,12.0,tabular_xgb
iter12,0,0.8252516010978957,0.664701547531319,0.7363265306122448,,,12.0,TF-IDF
iter12,1,0.523153942428035,0.6709470304975923,0.5879043600562588,,,12.0,TF-IDF
iter12,2,0.3009950248756219,0.3853503184713376,0.3379888268156424,,,12.0,TF-IDF
iter12,Accuracy,0.6281604184829991,,,,,12.0,TF-IDF
iter12,MacroAUC,0.7794998517999668,,,,,12.0,TF-IDF
iter12,0,0.7372654155495979,0.1668689320388349,0.2721425037110341,,,12.0,Transformer
iter12,1,0.0,0.0,0.0,,,12.0,Transformer
iter12,2,0.1210247349823321,0.9681978798586572,0.2151550844130349,,,12.0,Transformer
iter12,Accuracy,0.2081911262798634,,,,,12.0,Transformer
iter12,MacroAUC,0.5664577336274687,,,,,12.0,Transformer
iter12,MicroAUC,0.521684355635052,,,,,12.0,Transformer
iter13,0,0.6541,0.7595,0.7029,,,13.0,BERT Transformer
iter13,1,0.3627,0.2233,0.2764,,,13.0,BERT Transformer
iter13,2,0.1505,0.1556,0.153,,,13.0,BERT Transformer
iter13,Accuracy,0.5444,,,,,13.0,BERT Transformer
iter13,MacroAUC,0.5728,,,,,13.0,BERT Transformer
iter13,MicroAUC,0.6961,,,,,13.0,BERT Transformer
iter13,0,0.7665615141955836,0.1474514563106796,0.2473282442748091,,,13.0,GRU
iter13,1,0.3800904977375565,0.2379603399433427,0.2926829268292683,,,13.0,GRU
iter13,2,0.1187433439829606,0.7879858657243817,0.2063859324386858,,,13.0,GRU
iter13,Accuracy,0.2404247250663632,,,,,13.0,GRU
iter13,MacroAUC,0.6049773321370008,,,,,13.0,GRU
iter13,MicroAUC,0.468904165496438,,,,,13.0,GRU
iter13,0,0.6762672811059908,0.712378640776699,0.693853427895981,,,13.0,LSTM
iter13,1,0.4075,0.2308781869688385,0.294755877034358,,,13.0,LSTM
iter13,2,0.1457085828343313,0.2579505300353357,0.1862244897959183,,,13.0,LSTM
iter13,Accuracy,0.534698521046644,,,,,13.0,LSTM
iter13,MacroAUC,0.6085261989213161,,,,,13.0,LSTM
iter13,MicroAUC,0.6714494326745684,,,,,13.0,LSTM
iter13,0,0.6825543729754743,0.6374243733794296,0.659217877094972,,,13.0,tabular_rf
iter13,1,0.4122011541632316,0.4295532646048109,0.4206983592763988,,,13.0,tabular_rf
iter13,2,0.2455830388692579,0.3008658008658009,0.2704280155642023,,,13.0,tabular_rf
iter13,Accuracy,0.5365482233502538,,,,,13.0,tabular_rf
iter13,MacroAUC,0.652349310565508,,,,,13.0,tabular_rf
iter13,0,0.6842105263157895,0.0674157303370786,0.1227380015735641,,,13.0,tabular_xgb
iter13,1,0.3066725585505965,0.5962199312714777,0.4050189670265538,,,13.0,tabular_xgb
iter13,2,0.175983436853002,0.551948051948052,0.2668759811616955,,,13.0,tabular_xgb
iter13,Accuracy,0.2804568527918781,,,,,13.0,tabular_xgb
iter13,MacroAUC,0.5745494519881579,,,,,13.0,tabular_xgb
iter13,0,0.8176211453744493,0.6783625730994152,0.7415101877746704,,,13.0,TF-IDF
iter13,1,0.5149051490514905,0.6343906510851419,0.5684367988032909,,,13.0,TF-IDF
iter13,2,0.3002481389578164,0.3915857605177993,0.3398876404494382,,,13.0,TF-IDF
iter13,Accuracy,0.6278558875219684,,,,,13.0,TF-IDF
iter13,MacroAUC,0.7729380888696099,,,,,13.0,TF-IDF
iter13,0,1.0,0.0006067961165048,0.0012128562765312,,,13.0,Transformer
iter13,1,0.2791878172588832,0.1558073654390935,0.2,,,13.0,Transformer
iter13,2,0.1199821587867975,0.950530035335689,0.213069306930693,,,13.0,Transformer
iter13,Accuracy,0.1441031475161168,,,,,13.0,Transformer
iter13,MacroAUC,0.5556728813655866,,,,,13.0,Transformer
iter13,MicroAUC,0.3868358296054988,,,,,13.0,Transformer
iter14,0,0.6951,0.5856,0.6357,,,14.0,BERT Transformer
iter14,1,0.3705,0.6016,0.4586,,,14.0,BERT Transformer
iter14,2,0.2165,0.0769,0.1135,,,14.0,BERT Transformer
iter14,Accuracy,0.5292,,,,,14.0,BERT Transformer
iter14,MacroAUC,0.6053,,,,,14.0,BERT Transformer
iter14,MicroAUC,0.6723,,,,,14.0,BERT Transformer
iter14,0,0.645737855178735,0.8549757281553398,0.7357702349869452,,,14.0,GRU
iter14,1,0.3993808049535604,0.1827195467422096,0.2507288629737609,,,14.0,GRU
iter14,2,0.1742424242424242,0.0812720848056537,0.1108433734939759,,,14.0,GRU
iter14,Accuracy,0.5919605612438377,,,,,14.0,GRU
iter14,MacroAUC,0.5779915749801826,,,,,14.0,GRU
iter14,MicroAUC,0.7133304615094348,,,,,14.0,GRU
iter14,0,0.6928183464091732,0.6966019417475728,0.6947049924357035,,,14.0,LSTM
iter14,1,0.4169054441260745,0.4121813031161473,0.4145299145299145,,,14.0,LSTM
iter14,2,0.1879432624113475,0.1872791519434629,0.1876106194690265,,,14.0,LSTM
iter14,Accuracy,0.5657944634053849,,,,,14.0,LSTM
iter14,MacroAUC,0.6382810921846783,,,,,14.0,LSTM
iter14,MicroAUC,0.6965877785126311,,,,,14.0,LSTM
iter14,0,0.6753950338600452,0.6262034323984931,0.6498696785403997,,,14.0,tabular_rf
iter14,1,0.3928571428571428,0.4150943396226415,0.4036697247706422,,,14.0,tabular_rf
iter14,2,0.2142857142857142,0.2611336032388664,0.2354014598540146,,,14.0,tabular_rf
iter14,Accuracy,0.520869350456903,,,,,14.0,tabular_rf
iter14,MacroAUC,0.6315659442674441,,,,,14.0,tabular_rf
iter14,0,0.8099173553719008,0.0410213478442863,0.0780876494023904,,,14.0,tabular_xgb
iter14,1,0.2998278829604131,0.7469982847341338,0.4279046917219356,,,14.0,tabular_xgb
iter14,2,0.1231671554252199,0.2550607287449393,0.1661173368490441,,,14.0,tabular_xgb
iter14,Accuracy,0.2704371449740677,,,,,14.0,tabular_xgb
iter14,MacroAUC,0.5475245045413465,,,,,14.0,tabular_xgb
iter14,0,0.813529921942758,0.6994780014914244,0.7522052927024859,,,14.0,TF-IDF
iter14,1,0.5658263305322129,0.6392405063291139,0.600297176820208,,,14.0,TF-IDF
iter14,2,0.2995169082125604,0.4025974025974026,0.3434903047091412,,,14.0,TF-IDF
iter14,Accuracy,0.6427005699254713,,,,,14.0,TF-IDF
iter14,MacroAUC,0.7888015786253265,,,,,14.0,TF-IDF
iter14,0,0.7351485148514851,0.1802184466019417,0.2894736842105263,,,14.0,Transformer
iter14,1,0.0,0.0,0.0,,,14.0,Transformer
iter14,2,0.1213613972234661,0.9575971731448764,0.2154213036565977,,,14.0,Transformer
iter14,Accuracy,0.2153962836556693,,,,,14.0,Transformer
iter14,MacroAUC,0.5366986165282593,,,,,14.0,Transformer
iter14,MicroAUC,0.5132640658612617,,,,,14.0,Transformer
iter15,0,0.7283,0.5201,0.6068,,,15.0,BERT Transformer
iter15,1,0.3562,0.7091,0.4742,,,15.0,BERT Transformer
iter15,2,0.2632,0.0372,0.0651,,,15.0,BERT Transformer
iter15,Accuracy,0.5152,,,,,15.0,BERT Transformer
iter15,MacroAUC,0.6292,,,,,15.0,BERT Transformer
iter15,MicroAUC,0.6444,,,,,15.0,BERT Transformer
iter15,0,0.7825278810408922,0.5109223300970874,0.618208516886931,,,15.0,GRU
iter15,1,0.4794303797468354,0.4291784702549575,0.452914798206278,,,15.0,GRU
iter15,2,0.1851453175457481,0.607773851590106,0.2838283828382838,,,15.0,GRU
iter15,Accuracy,0.4994311717861205,,,,,15.0,GRU
iter15,MacroAUC,0.693643818205859,,,,,15.0,GRU
iter15,MicroAUC,0.7117193927494572,,,,,15.0,GRU
iter15,0,0.6926829268292682,0.4308252427184466,0.5312383090160868,,,15.0,LSTM
iter15,1,0.3212435233160621,0.3512747875354107,0.3355886332882273,,,15.0,LSTM
iter15,2,0.144047619047619,0.4275618374558304,0.2154942119323241,,,15.0,LSTM
iter15,Accuracy,0.4091770951839211,,,,,15.0,LSTM
iter15,MacroAUC,0.5942333867081419,,,,,15.0,LSTM
iter15,MicroAUC,0.5295822668253719,,,,,15.0,LSTM
iter15,0,0.6903344021988089,0.6204199258954303,0.6535125758889853,,,15.0,tabular_rf
iter15,1,0.384310618066561,0.4221061792863359,0.4023226876814599,,,15.0,tabular_rf
iter15,2,0.238095238095238,0.3018108651911468,0.2661934338952972,,,15.0,tabular_rf
iter15,Accuracy,0.5256441717791411,,,,,15.0,tabular_rf
iter15,MacroAUC,0.6511535835648411,,,,,15.0,tabular_rf
iter15,0,0.7375565610859729,0.0671058048579662,0.1230188679245283,,,15.0,tabular_xgb
iter15,1,0.2970690511674118,0.5204525674499565,0.3782416192283365,,,15.0,tabular_xgb
iter15,2,0.1683867463335144,0.6237424547283702,0.2651839178785286,,,15.0,tabular_xgb
iter15,Accuracy,0.2628220858895705,,,,,15.0,tabular_xgb
iter15,MacroAUC,0.5674004516529657,,,,,15.0,tabular_xgb
iter15,0,0.82,0.6716306775874907,0.738436348751535,,,15.0,TF-IDF
iter15,1,0.5274869109947644,0.6552845528455284,0.5844815083393764,,,15.0,TF-IDF
iter15,2,0.2864197530864197,0.3729903536977492,0.3240223463687151,,,15.0,TF-IDF
iter15,Accuracy,0.626267078007933,,,,,15.0,TF-IDF
iter15,MacroAUC,0.7749508438874092,,,,,15.0,TF-IDF
iter15,0,0.6445366528354081,0.2827669902912621,0.3930830873049346,,,15.0,Transformer
iter15,1,0.0,0.0,0.0,,,15.0,Transformer
iter15,2,0.1212121212121212,0.8197879858657244,0.2111970869367319,,,15.0,Transformer
iter15,Accuracy,0.2646947288585514,,,,,15.0,Transformer
iter15,MacroAUC,0.546804725037981,,,,,15.0,Transformer
iter15,MicroAUC,0.5396999454540409,,,,,15.0,Transformer
iter16,0,0.6575,0.7442,0.6982,,,16.0,BERT Transformer
iter16,1,0.3814,0.3594,0.3701,,,16.0,BERT Transformer
iter16,2,0.1935,0.0886,0.1215,,,16.0,BERT Transformer
iter16,Accuracy,0.5611,,,,,16.0,BERT Transformer
iter16,MacroAUC,0.5943,,,,,16.0,BERT Transformer
iter16,MicroAUC,0.7101,,,,,16.0,BERT Transformer
iter16,0,0.8055555555555556,0.1407766990291262,0.2396694214876033,,,16.0,GRU
iter16,1,0.3407079646017699,0.3271954674220963,0.3338150289017341,,,16.0,GRU
iter16,2,0.1310592459605027,0.773851590106007,0.2241555783009212,,,16.0,GRU
iter16,Accuracy,0.2586272279105043,,,,,16.0,GRU
iter16,MacroAUC,0.5910445728061384,,,,,16.0,GRU
iter16,MicroAUC,0.4464659381121231,,,,,16.0,GRU
iter16,0,0.6732429099876696,0.662621359223301,0.6678899082568808,,,16.0,LSTM
iter16,1,0.4317617866004963,0.2464589235127478,0.3137962128043282,,,16.0,LSTM
iter16,2,0.1454248366013072,0.3144876325088339,0.1988826815642458,,,16.0,LSTM
iter16,Accuracy,0.5138414865377323,,,,,16.0,LSTM
iter16,MacroAUC,0.6200521917732297,,,,,16.0,LSTM
iter16,MicroAUC,0.6650406419885388,,,,,16.0,LSTM
iter16,0,0.6755593803786575,0.6566290255123379,0.6659597030752916,,,16.0,tabular_rf
iter16,1,0.3900900900900901,0.382171226831421,0.3860900579580918,,,16.0,tabular_rf
iter16,2,0.2013769363166953,0.2382892057026476,0.2182835820895522,,,16.0,tabular_rf
iter16,Accuracy,0.5280199252801993,,,,,16.0,tabular_rf
iter16,MacroAUC,0.6302519068024787,,,,,16.0,tabular_rf
iter16,0,0.6619774919614148,0.6888331242158093,0.6751383480221357,,,16.0,tabular_xgb
iter16,1,0.3826086956521739,0.3495145631067961,0.3653136531365313,,,16.0,tabular_xgb
iter16,2,0.1991869918699187,0.1995926680244399,0.1993896236012207,,,16.0,tabular_xgb
iter16,Accuracy,0.5332503113325031,,,,,16.0,tabular_xgb
iter16,MacroAUC,0.6432031188896404,,,,,16.0,tabular_xgb
iter16,0,0.8136042402826855,0.6787030213706706,0.7400562474889514,,,16.0,TF-IDF
iter16,1,0.5455801104972375,0.6486042692939245,0.5926481620405101,,,16.0,TF-IDF
iter16,2,0.275058275058275,0.3699059561128526,0.3155080213903743,,,16.0,TF-IDF
iter16,Accuracy,0.6275711159737418,,,,,16.0,TF-IDF
iter16,MacroAUC,0.7730535599932461,,,,,16.0,TF-IDF
iter16,0,0.7258485639686684,0.1686893203883495,0.2737567700640079,,,16.0,Transformer
iter16,1,0.0,0.0,0.0,,,16.0,Transformer
iter16,2,0.1188997338065661,0.9469964664310954,0.2112731572723689,,,16.0,Transformer
iter16,Accuracy,0.2070534698521046,,,,,16.0,Transformer
iter16,MacroAUC,0.5416753942472828,,,,,16.0,Transformer
iter16,MicroAUC,0.3884392406477696,,,,,16.0,Transformer
iter17,0,0.7445,0.5089,0.6046,,,17.0,BERT Transformer
iter17,1,0.3614,0.7468,0.4871,,,17.0,BERT Transformer
iter17,2,0.2,0.0294,0.0513,,,17.0,BERT Transformer
iter17,Accuracy,0.5176,,,,,17.0,BERT Transformer
iter17,MacroAUC,0.6399,,,,,17.0,BERT Transformer
iter17,MicroAUC,0.5978,,,,,17.0,BERT Transformer
iter17,0,0.7820343461030383,0.3592233009708738,0.4923076923076923,,,17.0,GRU
iter17,1,0.4158964879852125,0.6373937677053825,0.5033557046979866,,,17.0,GRU
iter17,2,0.1365914786967418,0.3851590106007067,0.2016651248843663,,,17.0,GRU
iter17,Accuracy,0.4364808494501327,,,,,17.0,GRU
iter17,MacroAUC,0.6614917208206074,,,,,17.0,GRU
iter17,MicroAUC,0.6096918807627921,,,,,17.0,GRU
iter17,0,0.6604127579737336,0.6407766990291263,0.6504465660609794,,,17.0,LSTM
iter17,1,0.3157894736842105,0.1614730878186968,0.2136832239925023,,,17.0,LSTM
iter17,2,0.155096011816839,0.3710247349823322,0.21875,,,17.0,LSTM
iter17,Accuracy,0.4835039817974971,,,,,17.0,LSTM
iter17,MacroAUC,0.5775885277709388,,,,,17.0,LSTM
iter17,MicroAUC,0.5822881806974031,,,,,17.0,LSTM
iter17,0,0.6799031476997579,0.5876935956467141,0.6304445442299057,,,17.0,tabular_rf
iter17,1,0.3837111670864819,0.4026431718061674,0.3929492691315563,,,17.0,tabular_rf
iter17,2,0.2128514056224899,0.3319415448851774,0.2593800978792822,,,17.0,tabular_rf
iter17,Accuracy,0.5046215338496128,,,,,17.0,tabular_rf
iter17,MacroAUC,0.6410904920064778,,,,,17.0,tabular_rf
iter17,0,0.8125,0.0326496442025952,0.0627766599597585,,,17.0,tabular_xgb
iter17,1,0.305959805959806,0.7779735682819383,0.4391942302909724,,,17.0,tabular_xgb
iter17,2,0.1704211557296767,0.3632567849686847,0.232,,,17.0,tabular_xgb
iter17,Accuracy,0.2835373469897577,,,,,17.0,tabular_xgb
iter17,MacroAUC,0.5781775910421638,,,,,17.0,tabular_xgb
iter17,0,0.8166089965397924,0.6875455207574654,0.7465401344404903,,,17.0,TF-IDF
iter17,1,0.5331529093369418,0.635483870967742,0.5798381162619574,,,17.0,TF-IDF
iter17,2,0.2857142857142857,0.3766233766233766,0.3249299719887955,,,17.0,TF-IDF
iter17,Accuracy,0.6318991742720557,,,,,17.0,TF-IDF
iter17,MacroAUC,0.7787410435930248,,,,,17.0,TF-IDF
iter17,0,0.7338709677419355,0.1656553398058252,0.2702970297029703,,,17.0,Transformer
iter17,1,0.2737306843267108,0.8781869688385269,0.4173678895994615,,,17.0,Transformer
iter17,2,0.0,0.0,0.0,,,17.0,Transformer
iter17,Accuracy,0.3386423966628745,,,,,17.0,Transformer
iter17,MacroAUC,0.5557429593139073,,,,,17.0,Transformer
iter17,MicroAUC,0.4470813957150432,,,,,17.0,Transformer
iter18,0,0.7384,0.5102,0.6034,,,18.0,BERT Transformer
iter18,1,0.3632,0.7118,0.481,,,18.0,BERT Transformer
iter18,2,0.1042,0.0376,0.0552,,,18.0,BERT Transformer
iter18,Accuracy,0.5099,,,,,18.0,BERT Transformer
iter18,MacroAUC,0.6241,,,,,18.0,BERT Transformer
iter18,MicroAUC,0.6281,,,,,18.0,BERT Transformer
iter18,0,0.7157561361836896,0.5485436893203883,0.6210924081071797,,,18.0,GRU
iter18,1,0.3436426116838488,0.28328611898017,0.3105590062111801,,,18.0,GRU
iter18,2,0.154040404040404,0.431095406360424,0.2269767441860465,,,18.0,GRU
iter18,Accuracy,0.4649222601441031,,,,,18.0,GRU
iter18,MacroAUC,0.615230158698176,,,,,18.0,GRU
iter18,MicroAUC,0.6294431839769196,,,,,18.0,GRU
iter18,0,0.6638554216867469,0.6686893203883495,0.6662636033857315,,,18.0,LSTM
